交易標的,土地區段位置/建物區段門牌,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,屋齡,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位總價(元),移轉編號
transaction sign,land sector position building sector house number plate,transaction year month and day,transaction pen number,shifting level,total floor number,building state,room age,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth total price NTD,
土地,民農段811~840地號,1091103,土地10建物0車位0,,,其他,-1,0.0,0,0,0,有,無,10541520,19965,0,0066
土地,民農段811~840地號,1091019,土地10建物0車位0,,,其他,-1,0.0,0,0,0,有,無,3460150,19660,0,0066
土地,民農段811~840地號,1060821,土地12建物0車位0,,,其他,0,0.0,0,0,0,有,無,55400,3021,0,0068
土地,民農段811~840地號,1061020,土地14建物0車位0,,,其他,0,0.0,0,0,0,有,無,50000,2726,0,0068
土地,民農段811~840地號,1070919,土地14建物0車位0,,,其他,0,0.0,0,0,0,有,無,111000,3026,0,0068
土地,民農段811~840地號,1081004,土地14建物0車位0,,,其他,0,0.0,0,0,0,有,無,166300,3023,0,0068
土地,民農段811~840地號,1090218,土地14建物0車位0,,,其他,0,0.0,0,0,0,有,無,55400,3021,0,0068
土地,民農段811~840地號,1090803,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,700,0,0,0068
土地,民農段811~840地號,1091012,土地14建物0車位0,,,其他,-1,0.0,0,0,0,有,無,318000,3024,0,0068
土地,民農段811~840地號,1091020,土地14建物0車位0,,,其他,-1,0.0,0,0,0,有,無,110900,3023,0,0068
土地,民農段811~840地號,1091025,土地14建物0車位0,,,其他,-1,0.0,0,0,0,有,無,147900,3025,0,0068
土地,民農段811~840地號,1091008,土地14建物0車位0,,,其他,-1,0.0,0,0,0,有,無,221800,3024,0,0068
土地,民農段811~840地號,1091110,土地14建物0車位0,,,其他,-1,0.0,0,0,0,有,無,221800,1514,0,0068
土地,民農段811~840地號,1091019,土地14建物0車位0,,,其他,-1,0.0,0,0,0,有,無,147900,3025,0,0068
土地,民農段811~840地號,1090803,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,1200,0,0,0070
土地,民農段811~840地號,1091019,土地14建物0車位0,,,其他,-1,0.0,0,0,0,有,無,107200,3026,0,0070
土地,民農段811~840地號,1091103,土地13建物0車位0,,,其他,-1,0.0,0,0,0,有,無,221400,3025,0,0070
房地(土地+建物),嘉義縣大林鎮大美里大埔美331~360號,1060418,土地1建物1車位0,全,二層,透天厝,37,98.65,3,2,2,有,無,360000,3649,0,0071
房地(土地+建物),大美里大埔美331~360號,1091120,土地1建物1車位0,全,二層,透天厝,41,98.65,3,2,2,有,無,4500000,45616,0,0071
土地,嘉新段691~720地號,1080829,土地1建物0車位0,,,其他,0,0.0,0,0,0,有,無,71332,30225,0,0072
土地,嘉新段691~720地號,1080822,土地1建物0車位0,,,其他,0,0.0,0,0,0,有,無,142664,30225,0,0072
土地,嘉新段691~720地號,1091210,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,260000,29988,0,0072
土地,嘉新段691~720地號,1100224,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,350000,70707,0,0072
房地(土地+建物),嘉義縣大埔鄉西興村菜瓜坪1~30號,1050104,土地1建物1車位0,全,二層,透天厝,17,111.85,4,2,4,有,無,2600000,23245,0,0073
房地(土地+建物),西興村菜瓜坪1~30號,1091002,土地1建物1車位0,全,二層,透天厝,21,111.85,5,3,3,有,無,2500000,22351,0,0073
土地,樟樹坪段961~990地號,1091007,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,370000,184,0,0074
土地,樟樹坪段961~990地號,1091210,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,185000,184,0,0074
土地,九芎坑段31~60地號,1020319,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,50000,8432,0,0075
土地,九芎坑段31~60地號,1040504,土地1建物0車位0,,,其他,0,0.0,0,0,0,有,無,1960000,4233,0,0075
土地,九芎坑段31~60地號,1070308,土地1建物0車位0,,,其他,0,0.0,0,0,0,有,無,2800000,6048,0,0075
土地,九芎坑段31~60地號,1091106,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,3500000,7559,0,0075
房地(土地+建物),嘉義縣民雄鄉金興村惠安街35巷1~30號,1011201,土地3建物1車位0,全,二層,透天厝,30,113.35,3,2,2,有,無,1150000,10146,0,0076
房地(土地+建物),金興村惠安街35巷1~30號,1091101,土地3建物1車位0,全,二層,透天厝,37,113.35,4,2,2,有,無,2700000,23820,0,0076
土地,文化段601~630地號,1091206,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,72500,21772,0,0077
土地,文化段601~630地號,1100113,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,20000,0,0,0077
土地,文化段601~630地號,1100113,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,30000,0,0,0077
土地,溪墘段溪墘小段181~210地號,1090730,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,2650000,491,0,0078
土地,溪墘段溪墘小段181~210地號,1090922,土地2建物0車位0,,,其他,0,0.0,0,0,0,有,無,2650000,980,0,0078
土地,溪墘段溪墘小段181~210地號,1090922,土地2建物0車位0,,,其他,0,0.0,0,0,0,有,無,2570000,928,0,0078
土地,溪墘段溪墘小段181~210地號,1090922,土地2建物0車位0,,,其他,0,0.0,0,0,0,有,無,2650000,980,0,0078
土地,溪墘段溪墘小段181~210地號,1090922,土地2建物0車位0,,,其他,0,0.0,0,0,0,有,無,2650000,980,0,0078
土地,溪墘段溪墘小段181~210地號,1090922,土地2建物0車位0,,,其他,0,0.0,0,0,0,有,無,2510000,928,0,0078
土地,溪墘段溪墘小段181~210地號,1090922,土地3建物0車位0,,,其他,0,0.0,0,0,0,有,無,5000000,926,0,0078
土地,溪墘段溪墘小段181~210地號,1090922,土地2建物0車位0,,,其他,0,0.0,0,0,0,有,無,2650000,980,0,0078
